"","ID","Site","Lat","Long","Mean_T","Mean_precip","AGB","L_AGB","T_AGB","Age","A_L_Ratio","A_T_Ratio","Ref","Age_sq"
"1","1","318",63,145,-16.8,316,3.82,NA,5.265,140,NA,0.725546058879392,"Bondarev, 1997",19600
"2","2","372",66.8667,102.3333,-13,320,3.58579177047828,NA,4.27741825672626,102,NA,0.838307491870735,"Bondarev, 1997",10404
"3","3","372",66.8667,102.3333,-13,320,5.48321672848084,NA,6.64270839136849,154,NA,0.825448959283793,"Bondarev, 1997",23716
"4","4","372",66.8667,102.3333,-13,320,7.21532856116471,NA,9.19078548198369,154,NA,0.78506114361048,"Bondarev, 1997",23716
"5","5","372",72.5,101.83333,-13.4,273,3.03169887225991,NA,3.90873617468628,210,NA,0.775621258833935,"Bondarev, 1997",44100
"6","6","372",66.8667,102.3333,-13,320,6.05000858228371,NA,7.85993074142338,175,NA,0.76972797615111,"Bondarev, 1997",30625
"7","7","372",71.2833,99.5,-12.7,285,10.1379878083018,NA,13.3335583834798,230,NA,0.760336252088773,"Bondarev, 1997",52900
"8","8","372",72.5667,105.3333,-13.3,250,6.38365729688796,NA,8.55393907919087,203,NA,0.746282763740679,"Bondarev, 1997",41209
"9","9","372",70.8833,102.93333,-13.6,276,6.1927649012219,NA,8.34044017350333,292,NA,0.742498569907094,"Bondarev, 1997",85264
"10","10","372",66.8667,102.3333,-13,320,10.1298640567528,NA,13.6602455380891,172,NA,0.741557977746995,"Bondarev, 1997",29584
"11","11","372",68.7333,104.33333,-12.5,262,10.2614019621342,NA,14.4477647316823,257,NA,0.710241490826064,"Bondarev, 1997",66049
"18","18","405",26.47,117.95,19.3,1669,306.2965,392.86,NA,80,0.779658147940742,NA,"CERN",6400
"19","19","405",26.47,117.95,19.3,1669,268.1165,347.825,NA,80,0.770837346366708,NA,"CERN",6400
"20","20","223",47,129,1.7,544.7,37,52,NA,101,0.711538461538462,NA,"CERN",10201
"21","21","103",38.7,100,-3.7,347,120.5,NA,164.5,193,NA,0.732522796352584,"Chang et al., 1997",37249
"22","22","103",38.7,100,-3.7,347,79.9,NA,108,165,NA,0.739814814814815,"Chang et al., 1997",27225
"23","23","103",38.7,100,-3.7,347,50.8,NA,68.6,255,NA,0.740524781341108,"Chang et al., 1997",65025
"28","28","330",37.474,101.214,0.1,459,55.7060862960801,74.6029449210801,NA,150,0.74670090242429,NA,"China’s Forest Editorial Committee, 1999",22500
"29","29","418",37.2724,101.9524,1,490,61.0110226555236,77.5868111755236,NA,170,0.786358167466107,NA,"China’s Forest Editorial Committee, 1999",28900
"30","30","434",37.3,101.6,-1.6,494,52.9816170004487,73.5157484001287,NA,180,0.720683909957393,NA,"China’s Forest Editorial Committee, 1999",32400
"31","31","434",37.3,101.6,-1.6,494,59.2267744398423,82.7261002854423,NA,206,0.71593818922303,NA,"China’s Forest Editorial Committee, 1999",42436
"32","32","434",37.3,101.6,-1.6,494,139.789342647342,197.414463977442,NA,290,0.708100814048334,NA,"China’s Forest Editorial Committee, 1999",84100
"33","33","446",35.021,100.0533,-1.6,430,128.148707506174,189.281176804136,NA,252,0.677028269106648,NA,"China’s Forest Editorial Committee, 1999",63504
"34","34","446",35.021,100.0533,-1.6,430,97.8693224695635,147.654652044163,NA,263,0.662825865048199,NA,"China’s Forest Editorial Committee, 1999",69169
"35","35","40",29.92,95.88,9,850,717.595,NA,NA,350,NA,NA,"Feng et al., 1999",122500
"36","36","308",44.254,-122.175,8.5,2118,615.3,NA,958,450,NA,0.642275574112735,"Hudiburg et al., 2009",202500
"37","37","308",44.214,-122.241,10.3,1869,422.1,NA,658,460,NA,0.641489361702128,"Hudiburg et al., 2009",211600
"38","38","308",44.222,-122.249,10.4,1859,253.7,NA,401.9,450,NA,0.631251555113212,"Hudiburg et al., 2009",202500
"39","39","308",44.213,-122.217,10.1,2003,307.3,NA,487.4,450,NA,0.630488305293394,"Hudiburg et al., 2009",202500
"40","40","308",44.213,-122.148,5.8,2260,407.9,NA,652.5,460,NA,0.625134099616858,"Hudiburg et al., 2009",211600
"41","41","308",44.227,-122.122,7,2332,605.9,NA,974.8,460,NA,0.621563397620025,"Hudiburg et al., 2009",211600
"42","42","308",44.231,-122.146,8,2264,550.5,NA,896.9,450,NA,0.613780800535177,"Hudiburg et al., 2009",202500
"43","43","308",44.202,-122.257,11.4,1719,283.9,NA,464.9,460,NA,0.610668961066896,"Hudiburg et al., 2009",211600
"44","44","308",44.212,-122.236,8.9,1906,521.2,NA,856.4,460,NA,0.60859411489958,"Hudiburg et al., 2009",211600
"45","45","308",44.262,-122.181,8.1,2101,498.4,NA,825.8,450,NA,0.603535965124728,"Hudiburg et al., 2009",202500
"46","46","308",44.217,-122.243,10.9,1868,314.9,NA,552.3,460,NA,0.570161144305631,"Hudiburg et al., 2009",211600
"47","47","308",44.227,-122.123,7.1,1240,359,NA,651.1,450,NA,0.551374596836123,"Hudiburg et al., 2009",202500
"48","48","308",44.26,-122.159,7.8,2202,411.5,NA,774.8,460,NA,0.531104801239029,"Hudiburg et al., 2009",211600
"49","49","308",44.274,-122.14,3.8,2282,328.2,NA,741.2,450,NA,0.442795466810577,"Hudiburg et al., 2009",202500
"50","50","309",45.062,-123.99,7.9,2417,472.9,NA,754.1,150,NA,0.627105158467047,"Hudiburg et al., 2009",22500
"51","51","309",45.065,-123.942,9,2552,531.1,NA,864.6,150,NA,0.614272495951885,"Hudiburg et al., 2009",22500
"52","52","309",45.044,-123.901,8.6,2660,472,NA,776.8,150,NA,0.607621009268795,"Hudiburg et al., 2009",22500
"53","53","309",45.065,-123.941,9,2554,498.6,NA,837.8,150,NA,0.595130102649797,"Hudiburg et al., 2009",22500
"54","54","309",45.063,-123.939,8.7,2559,432.1,NA,730.3,150,NA,0.591674654251677,"Hudiburg et al., 2009",22500
"55","55","309",45.065,-123.944,9,2549,380.3,NA,665.2,150,NA,0.571707757065544,"Hudiburg et al., 2009",22500
"56","56","309",45.049,-123.898,8.5,2651,405.5,NA,738.8,150,NA,0.548863021115322,"Hudiburg et al., 2009",22500
"57","57","309",45.046,-123.897,8.3,2658,391.4,NA,724.1,150,NA,0.540533075542052,"Hudiburg et al., 2009",22500
"58","58","310",44.488,-121.631,8.1,355,82.5,NA,172.9,300,NA,0.477154424522846,"Hudiburg et al., 2009",90000
"59","59","311",43.706,-121.613,5.8,549,107,NA,189.5,500,NA,0.564643799472295,"Hudiburg et al., 2009",250000
"60","60","311",43.709,-121.603,5,539,77,NA,141.6,400,NA,0.543785310734463,"Hudiburg et al., 2009",160000
"61","61","311",43.707,-121.609,5.7,545,66.9,NA,128.3,400,NA,0.521434138737334,"Hudiburg et al., 2009",160000
"62","62","397",46.96,-121.843,3.9,2500,338.9,NA,496.9,1200,NA,0.682028577178507,"Hudiburg et al., 2009",1440000
"63","63","397",46.995,-121.88,8.1,2112,349.2,NA,572.9,550,NA,0.6095304590679,"Hudiburg et al., 2009",302500
"64","64","397",46.823,-121.551,5.4,2249,379.6,NA,632.4,1000,NA,0.600253004427577,"Hudiburg et al., 2009",1e+06
"65","65","397",46.768,-121.742,4.1,2812,342.4,NA,582.3,300,NA,0.588013051691568,"Hudiburg et al., 2009",90000
"66","66","397",46.777,-121.783,6,2658,487.9,NA,853.7,750,NA,0.571512240834017,"Hudiburg et al., 2009",562500
"67","67","397",46.748,-121.803,6.1,2421,346.9,NA,625.5,700,NA,0.554596322941647,"Hudiburg et al., 2009",490000
"68","68","397",46.741,-121.887,8.8,2166,378.7,NA,731.8,750,NA,0.517491117791746,"Hudiburg et al., 2009",562500
"69","69","397",46.827,-121.546,6.6,2257,196,NA,385,1000,NA,0.509090909090909,"Hudiburg et al., 2009",1e+06
"70","70","397",46.919,-121.538,7.3,2076,265.1,NA,553.4,500,NA,0.479038670039754,"Hudiburg et al., 2009",250000
"71","71","398",45.828,-121.969,7.8,2496,542.9,NA,941.1,470,NA,0.576878121347359,"Hudiburg et al., 2009",220900
"72","72","399",47.779,-123.908,8.2,3669,406.7,NA,658.7,280,NA,0.617428267800213,"Hudiburg et al., 2009",78400
"73","73","399",47.779,-123.908,8.2,3669,458.1,NA,788.8,280,NA,0.580755578093306,"Hudiburg et al., 2009",78400
"74","74","399",47.43,-123.873,8.9,2893,331.9,NA,585.1,230,NA,0.567253460946847,"Hudiburg et al., 2009",52900
"75","75","399",47.429,-123.873,8.9,2899,313.5,NA,554.8,230,NA,0.565068493150685,"Hudiburg et al., 2009",52900
